text,label,sub,verb,obj
you re on blowing it with your customer service . shotwest airlines .,0,2,8,2
"i love imagine dragons o flipping much , pls destinationdragons",0,3,8,3
it s gtsvyb . it says it s cancelled flightled when i try to check .,0,3,12,3
but you guys switched me and didn t inform me of the chathes,0,2,6,1
i ve been trying to change frm aa to lax at am monday morning then aa from lax to fat to flight aa ? helpaa,1,3,8,3
hey since you f ed my wknd can i have day pass to admirals club or meal coupon or free coke ? blank stare,0,3,8,3
i got rebooked for tomorrow,1,3,10,3
"submitted , hoping for quick decision , tied to another donation we just received proposal th annual gala org boundless readers",1,0,12,1
"first flight ( , to iah ) from iad is delayed . . . because no one hooked up ground power to the plane . get it together , folks .",0,3,12,3
eventually the call got through . not sure what changed . thank you a lot though !,0,3,12,2
on hold for minutes amp counting to cancelled flight reservation booked within hours can i do it here ? conf code f dk xzmscw,0,3,4,3
on sunday ! can t wait ! see you then,0,3,4,2
the service received by both of us was rude and well below my expectations of your airline . that is what s most frustrating,0,1,8,1
you can t even track my bag to see where it is . it s like it s disappeared .,0,2,12,1
"it should be free like other airlines ! again , it s not anymore .",0,3,8,3
flight delayed minutes in ord because plane didn t have all the food . that should be fixed in the future . it s a dumb delay .,0,3,12,3
"that s unacceptable . they should allow me to wait on hold , or take my number and call me themselves .",0,3,12,3
i m flying on one right this minute,1,3,7,3
i will say that your customer service has consistently been the very best ! ! !,0,3,8,2
yeah they re somewhere . hopefully getting them back today . just frustrated tweeting .,0,3,8,3
your customer service is terrible,0,2,8,3
and cherry on top flight was on runway after we landed on time for mins . still didn t get half the luggage .,0,3,12,3
ten hrs late flightr and still here on army cots airport waiting for am flight . poorlyhandled usairheads http t . co fmr mn,0,3,8,3
had a great trip this past week to vegas for work and had this pic over the southwest on southwest ! http t . co a ycflalxv,0,3,12,3
"instead of fair treatment , i got a nasty letter from a lady in senior management that illness forfeits miles like death .",0,3,12,3
which type plane is flt from bos to rsw ?,1,3,6,3
my ticket was booked with aa with miles . . . . . sorry we sold you a ticket with a company we merged with but we can t fix it ?,0,1,4,1
i ve spoken emailed jb team and explained situation . didnt seem to matter to anyone other than me . i guess i just expected more .,0,3,8,3
my connecting flight to dfw was cancelled flightled and need to get to ind tomorrow . any way i can get this sorted out ? been holding h,0,3,4,3
send more service agents so all the stranded passengers can be helped ! ! !,0,3,2,3
"would you like any additional details of my issue ? airport , flight , agent name ? or are you happy w this automated lip service ?",0,2,8,1
"can you get me home to syracuse ? after cancelled flightled flights , one re routing three of us are sitting in charlotte",0,2,7,1
sorry you were disappointed outoftouchwithreality people have kids and jobs,0,2,12,3
"our fleet s on fleek . http t . co lv hwqdk a ? can t fly you anymore , we had a good run",0,1,12,2
tonight you made this fred flintstone happy with an upgrade to st class . http t . co gkgkzlawpr,0,2,12,3
is flt en route to dca or bwi after diverting to rdu . your phone service sucks and your website is conflicting .,0,2,8,3
adds austin dallas love field route . http t . co xwjol flh http t . co y aormfkac,1,3,8,3
we don t like to hear this . we re sorry that it s taking so long to get through . ? stop sending generic responses,0,1,8,1
your service has been awful in boston and i had to pay extra dollars than i was supposed too i am very dissatisfied mad,0,2,8,3
won t see my money again after their poor service should have stuck with virgin america what was i thinking trying jetblue ? ? ?,0,0,12,1
don t worry you won t steal my money again,0,3,8,2
"it s been hours , why have you not sent the plane from the hangar for flight at jfk ? this is absolutely ridiculous .",0,3,8,2
there were seats but after waiting on hold for minutes they were gone now she has to stay another night in charleston very pricy,0,3,12,3
a little surprised my early bird got me b from den to kc just now . worst i ve had . what s up ?,0,1,12,1
over the last year of my flights have been delayed or cancelled flightled . i m done with you .,0,1,6,2
i dont need to check status of my flight because i was on the plane and you had a door malfunction . get it together ! !,0,3,12,1
sfo to bos and no internet it is what gives ?,0,3,8,3
"alright done ! alternatively , if you d like to charter a private jet for me to pitt i will gladly accept )",0,3,8,2
"tweet bots obviously don t get sarcasm , making computers more and more like real people .",0,3,8,3
could you please tell me if there is a way to add a rr to a flight that already took place ?,1,2,12,3
"lack of communication with other offices , the customer , amp yall never update ur systems . u guys are established this mess",0,3,6,3
why are you making me stay in jfk until am or late flightr ? just let me rebook without making me pay more,0,3,8,2
does transferring trueblue points within family pooling members cost ? this is after having set up contribution to pool already .,0,0,8,3
thank you for letting me down . my luggage is still in denver but i m in phl . neveragain flyingwithus disappointed lostacustomer,0,2,8,1
was far less painful than what was coming from avis .,0,0,12,3
"customer service is atrocious ! you have disrupted my travel plans , you have lost my luggage and it is impossible to talk to a human",0,3,8,3
"my wife , sick yr old twins , and i have been waiting in line now for hrs to see an agent ! phone agent said nothing til tuesday !",0,1,12,3
social media team is on point on oscarnight ),0,3,8,3
flight ( n d ) departs enroute to http t . co fd snvkiem,0,0,8,0
i was supposed to get from fresno to pittsburgh by pm . instead i m now not getting in until pm . . . tomorrow,0,3,10,3
day has come where i was suppose to get my money back from you but my bank hasn t received anything but after,0,3,12,1
"i love travel with yours planes , all people is very nice , it s amazing ! can you please follow me back ? i love the company !",0,3,8,3
that time when i spent a night trying to sleep in a toddler bed at the airport ramada without my luggage you kidnapped furious,0,3,12,1
the issue wasn t a long wait . it was an infinite do loop . your system didn t let me ( or any customer ) wait or leave a message .,0,3,12,3
no delay . i pay . for bs a ticket . you boarded flight early . i m last to board . now have middle seat . wasted !,0,3,12,2
"nice know . i paid a seat . then you sold my seat . now i bought a rd seat . it s a good scam , but a scam all the same .",0,2,8,2
will do if you follow back i can dm that info,1,3,4,2
i ll be calling tomorrow,1,3,8,3
you denied a mom her am flight because she needed her breast pumping parts on a full flight ? please fix this asap ! ! freeflight,0,2,12,3
"i m trying to get to my final destination , we need compensation . just about hrs of personal time wasted .",0,3,8,1
"got it , thanks !",0,3,12,3
we ve been delayed and delayed here in palm beach . . . need to head to westchester . can you give me some info ?,0,1,6,3
